44,"Unsightly fingernails and toenails from deforming fungus infections can deal a blow to one's vanity. They are ugly, and they keep getting uglier.
Several prescription medications are highly effective in stopping the infection, and they do it usually within a few months (three months for fingernails and up to six months for toenails). The drawback is the potential side effects of some of the medications. When given with the antibiotic erythromycin, the antihistamine Hismanal, and many other prescription and over-the-counter medications, they can cause severe, life-threatening heart rhythm disturbances.
Another side effect is life-threatening liver toxicity.
The decision to use these drugs should be made by a patient who is aware of the possible side effects of the medication. Before starting these medications, you should discuss the pros and cons with your doctor."
45,"Cancer of the breast is the most common cancer in women. Self-examination for a lump is the best way to detect this cancer early. Many lumps are harmless growths or are tiny balloon like structures containing fluid, called cysts. But every lump should be evaluated by a doctor to rule out cancer.
It is important to remember that you can have a negative mammogram (a special X-ray of the breast) and still have cancer of the breast. Therefore the doctor should examine you first and try to locate the lump.
Most women then obtain a mammogram. In young women (less than 40 years of age), the doctor may use a device called an ultrasound, which uses special sound waves to take a picture of the lump. The doctor may also insert a small needle to draw out any fluid or cells from the lump. For most women, examination of a piece of the lump (biopsy) under a microscope is the best way to make a definitive diagnosis of what is causing the abnormal growth.
Risk factors for breast cancer include a family history of breast cancer (especially in your mother or sisters, which puts you at a two-to-three-times-higher risk), increasing age (85 percent of breast cancers occur after the age of 40; half of all breast cancers occur in women over 65), obesity, a high-fat diet, exposure to radiation, a previous history of breast cancer, no children, having a baby at a late age (usually after 35), and going through menopause at a later age than normal (usually 45 to 55).

The key to beating breast cancer is early detection, which can best be achieved by following these American Cancer Society Guidelines:

1. Perform a breast self-exam every month during the week following your menstrual period. (See Appendix B for information on how to perform a breast self-exam.)

2. See your physician for a breast exam every year after age 40.

3. All women should obtain a baseline mammogram between 35 and 40 years of age. After 40, women should have a mammogram every year.

Contact your doctor immediately if you detect a lump in your breast.
Breast cancer rarely occurs in men, but any man with a breast lump should also be examined by a physician.
One Percent of all breast cancers occur in men."
46,"If you were born with retracted nipples-nipples that do not project outward-you may be unable to nurse babies. Otherwise, you should have no problem related to your nipples. But retraction of a previously normal breast nipple may occur from a growth located under the nipple and may be cancerous.
Deformities of the skin of the breast causing redness or swelling, dimpling, an orange peel appearance, and/or a crusty appearance of the nipples indicates pro aggressive disease in the breast, which may be cancer.
These changes can be subtle, often occurring without pain. But they are red light warning signals calling for immediate medical evaluation."
47,"Bloody discharge. A bloody discharge, sometimes watery and foul-smelling, from the nipple could be a serious matter. Most often, it originates from a localized growth (intraductal papilloma) in the lining of the tiny tube leading to the nipple of the breast. These tiny growths are so small that they cannot be felt by examining the breast. Although uncommon, intraductal cancer must be considered. A mammogram, biopsy, and/or surgical exploration of the nipple duct may be indicated to rule out cancer. See your doctor as soon as possible.
White milky fluid. A milky white substance leaking from one or both of your nipples is called galactorrhea.
Gently milk your nipple to see if you can draw out the fluid. Note the color, amount, and consistency.
The fluid of galactorrhea has the consistency of water.
The amount is usually small. It is similar to the fluid secreted during pregnancy.
The pituitary gland, which is attached to the under surface of the brain, secretes prolactin, the hormone responsible for lactation. Certain benign (noncancer ous) tumors of this gland oversecrete the substance, causing the breast to leak the white watery discharge.
Other symptoms include absence or alteration of your menstrual periods and problems with your peripheral vision (loss of vision from the corners of your eyes).
Tumors of this type are benign, but if untreated they can cause damage to surrounding brain structures, like the nerve of the eye.
Shingles (a painful rash caused by a virus), foreplay with the nipples, jogging without proper breast support, hypothyroidism (a low-functioning thyroid gland), and certain medications such as the major tranquilizers including Thorazine can also cause this nipple dis charge. See your doctor for appropriate evaluation.
Green fluid. A green-colored, watery fluid coming from the nipple of one or both breasts is fairly common and usually benign, although it may persist. It is often noted by discovering a stain on your bra. You can make sure it is coming from the breast nipple by compressing the breast and noting the appearance of a drop of fluid on the nipple surface. Dab it with a tissue to note the color.
The fluid often comes from small fluid-filled pockets in the breast caused by hormones. Your breasts may also be tender. It occurs usually around the time of menstruation, which is the time of maximum breast engorgement."
48,"If you are an adult male and have noted an enlargement of your breasts, you may have a condition known as gynecomastia. The breast tissue is solid and lumpy, as opposed to the normal fat tissue near the nipples.
Some breast enlargement may be normal, resulting from higher levels of the hormone estrogen found in young developing boys or during puberty. As an adult, the hormone testosterone counteracts the effects of estrogen. Therefore normal adult men have very little breast tissue under their nipples.
The most common cause of abnormal breast enlargement is a side effect of medications, including diuretics, digitalis, Dilantin, the tuberculosis drug INH, spirono lactone, methadone, anticancer drugs, some antihyper tensive drugs, ketoconazole, cimetidine, theophylline, and Flagyl. These drugs can upset the balance of testosterone and estrogen. If possible, you and your doctor may decide to alter your medications. Anabolic steroids, alcohol, and marijuana have been reported to cause breast enlargement. In addition, elderly men sometimes develop gynecomastia because shrunken testicles result in reduced testosterone. Also, some men are born with Klinefelter's syndrome, which can lead to enlarged breast tissue and small testicles. This is reported to occur in one of every 500 men.
Less common causes of male breast enlargement include chronic liver disease, kidney disease, breast cancer, hypothyroidism, a pituitary gland tumor, and hot mone-secreting tumors in organs such as the lungs and testicles. It is important that you seek medical evaluation to determine if you have any of these underlying ailments so that early treatment can be instituted."
49,"How do you know when an asthma attack is life threatening? The most important point is to note how long it lasts. Since asthma makes breathing difficult, it requires much more energy and therefore can lead to you will get. fatigue. The longer the attack goes on, the more tired During an attack, as the muscles for breathing become tired, the volume of air exchanged by the lungs crease. This decrease may be so subtle that you hardly notice it. The result will be a drop in the Oxygen level, accompanied by a rise in the carbon diox- ide level in the blood. Carbon dioxide is a by-product of body metab it is carried by the bloodstream to the lungs, it is exhaled out of the body. If the lungs can get rid of carbon dioxide, it will build up in your blood. A carbon dioxide buildup in the blood has a sedating effect on the brain, which may cause you to feel drowsy. You may lose the motivation or energy to breathe. When respiratory failure develops, your condition may deteriorate rapidly. Death from respiratory arrest (cessation of breathing) can occur unexpectedly. Urgent medical attention is necessary for a first-time asthma attack. Emergency medical care is also appropriate when an attack continues, does not improve, or gets worse. Signs that asthma is worsening include the need to use higher doses of inhalants, frequent episodes of shortness of breath (over two to three times per week), or decreasing peak flow measurements when using a special monitor device recommended by your doctor. Also, the signs of discomfort, such as struggling to breathe, may actually decrease from exhaustion, and if immediate medical intervention is not instituted, the person can die."
50,"Deformities of the chest are common birth defects that can affect the ability of the lungs to quately. The chest wall is distorted, chest volume is reduced, and the heart may be displaced, encroaching on the lungs. There are three kinds of chest deformities that can interfere with breathing. Pectus excavatum sunken breastbone, scoliosis is a curved kyphoscoliosis is a hunchback condition with a spine. Kyphoscoliosis is the most common chest mity that causes breathing problems. As you get older, the muscles of the thorax become weaker and further limit chest expansion, ing more serious breathing difficulties. Mild curvature of the spine may progress to a more serious stage, fur the distorting the chest. These ailments increase the risk of developing pneumonia because the ability to cough up accumulated secretions is decreased and oxygen intake is limited. If you have a chest deformity, have your lung function checked periodically by a physician. If you develop congestion, have it checked and treated right away."
51,"If you suffer from unexplained excessive daytime sleepiness (falling asleep at stoplights or while watching television) and you are told that you snore loudly or may intermittently stop breathing when you sleep, then you have a medical condition known as obstructive sleep apnea (OSA). OSA is more often seen in African ericans and obese adults with short necks and floppy airways. During sleep part of the back of the roof of the mouth (soft palate), the tonsils, or the base of the tongue is flip-flopping over your airway, causing you to snore and intermittently stop breathing for a few seconds. You may wake up but not know why. The impact of intermittent tently cutting the oxygen supply to the body has serious consequences: high blood pressure and permanent damage to the brain, heart, and lungs. The diagnosis of OSA can be made by special tests ordered by your physician. Treatment often includes the use of a breathing assist device, called a C-PAP, while sleeping. The C-PAP pushes air through a mask you wear to keep your airway open. In some selected cases surgery may also be indicated correct the problem. Go on a diet if you are overweight. Avoid alcoholic beverages and sedative medications, which can worsen the condition, and don't drive until the problem is corrected. This condition is an emergency if you stop breathing more than once every two minutes or you stop breathing for more than one minute at a time. The sooner you are evaluated and treated, the less the risk of serious complications."
52,"In simple terms, your lungs are like trees. The trunk and branches, however, are not filled with wood but are actually tubes filled with air (see Figure 4). At the end of each branch are ""balloons."" When you inhale, the air travels from the trunk of the tree through all the various branches and fills the balloons (the medical term is alive oli) with oxygen. When you exhale, the balloons deflate, and carbon dioxide passes through the branches, then through the trunk and out of your mouth and nose. Very small blood vessels, called capillaries, run near these tiny balloons. At the site where these tiny blood vessels and balloons touch each other, the red blood cells flowing through the vessels load up with oxygen and get rid of carbon dioxide.
The various causes of shortness of breath require completely different therapies. Many causes are either a result of swelling or blockage of the tubes carrying air to and from the lungs, or a result of a problem at the site where the alveoli and blood vessels exchange gases. Shortness of breath can also be the result of weakened breathing muscles or nerves. In many instances the doctor's first step is to give you oxygen through a mask. The second step is to treat the underlying ailment. Many problems occur at the site of the tubes. Food can get stuck there, requiring instant emergency measures: the Heimlich maneuver. (See the section on ""Choking"" in Appendix A.) The tubes can swell from causes such as allergies, dust, and infections. Bronchitis (infection in the tubes) is treated with antibiotics, while asthma (swelling of the tubes often caused by allergies) is treated with various medications to decrease the swelling and open the tubes. On the other hand, if the disease is at the site of the alveoli and blood vessels, other therapies may be necessary. For example, blood clots in the vessels require a blood thinner. A shortage of red blood cells, which carry the oxygen, may indicate the need for a blood transfusion. A weak heart (heart failure) may cause a backup of fluid into the lungs; this condition may require a medication to strengthen the pumping action of the heart (like digoxin) or to rid the body of excess fluids (like a diuretic). Also, a partial or total blockage in the heart's arteries (angina or heart attack) can sometimes cause shortness of breath on exertion without chest pain (see Tips 66 and 69). Pneumonia causes an accumulation of bacteria or viruses, white blood cells, and other by-products of infection, which clog up the vessels and alveoli. If you are merely breathing too rapidly and your tubes, alveoli, and vessels are in good working order, you may be hyperventilating. This condition can be associated with headache, light-headedness, blurry vision, muscle spasms and numbness, and tingling around the mouth and hands. When you hyperventilate, too much carbon dioxide is exhaled. The resulting change in your body chemistry makes you feel that you have to breathe even more, and thus the condition worsens. Many things, including frightening situations, mouth breathing, fatigue, and repeated sighs can trigger hyperventilation. Frequent sighing and yawning may be a sign of long-term hyperventilation related to underlying anxiety. The doctor can determine the cause of your shortness of breath by performing different procedures and tests, including listening to your lungs, checking the oxygen and red blood cell count in your blood, and taking various pictures of your lungs (X-rays, scans, etc.). Shortness of breath might be a symptom of a serious heart or lung disease that could require urgent medical attention because the lack of oxygen in the body can cause all parts of your body to fail. Getting the proper amount of oxygen into your lungs and correcting the underlying problem is very important. Since shortness of breath can be the sign of a life-threatening condition, immediate medical evaluation is appropriate.
"
53,"A blow to your leg can damage the wall of a vein cause the blood in the vein to clot. The swelling from the injury can also slow blood flow in the vein, causing clots to form. Pieces of the clot can flow up bloodstream to the lung. You are in need of emergency therapy to thin the blood, possibly dissolve the clot remove it. Immediate treatment can save your life."
54,"During and after surgery, especially in the belly area or on the bones and joints, you are at a high risk of developing blood clots in the veins of your pelvis and legs. This is because blood flow slows down in these areas. If a fragment of the clot breaks off and flows up the bloodstream to the lungs, you may experience sudden shortness of breath, chest pain on taking a deep breath, and a cough. For this reason it is very important to notify your doctor immediately if you notice swelling and ness in your groin or leg at any time including after surgery, even a week or two after you have gone home. Also, you are more susceptible to developing infections, such as pneumonia, after surgery. Pneumonia can cause shortness of breath, cough, and a fever. In both cases you need emergency evaluation and therapy."
55,"Shortness of breath in a smoker can be the first sign of emphysema, cancer of the lung, heart disease, or pneumonia, to which smokers are more susceptible. Emphysema, most often caused by smoking, can lead to permanent lung failure and eventually death. Therefore knowing you have emphysema might be a stimulus to stop smoking. Emphysema traps air in the microscopic air sacs that make up the lungs. When air enters into them, it has trouble getting out due to the spasm and destruction of the wall of the tiny air passages that lead to the air sac, and due to secretions in the air passages prompted by irritation from smoke. As a result, the tiny air sacs become overinflated, and they no longer empty their contents when air is exhaled. This leaves a considerable amount of dead air (air poor in oxygen) in them, instead of a full load of fresh air with each breath. These sacs are where the body normally obtains its oxygen for the blood, so a reduction of available oxygen in the air sacs reduces the body's supply. At first, you may not notice that your breathing is becoming impaired. Long before abnormalities appear on a chest X-ray or you have difficulty breathing, changes can be detected with lung function testing. Lung function testing involves breathing into a machine that makes several measurements, including the total lung volume as well as the rate of airflow in and out of the lungs. The earliest measurement for diagnosing emphysema is the amount of air exhaled from the lung during the first second. If you smoke, ask your doctor for a lung function test, and pay attention to the results. Stop smoking--it could save your life. If you smoke and are short of breath, it is necessary that you see a doctor immediately to rule out emphysema, pneumonia, lung cancer, and other ailments."
56,"The heart is one big muscle that pumps blood through your body. If the pump begins to fail, fluid can back up into your lungs and cause shortness of breath. In the earlier stages of heart failure, the shortness of breath comes only when you exercise, climb stairs, or walk uphill. It also occurs when you are lying flat in bed or sleeping on one pillow. The reason is related to a shift in the fluid in your body. When you are erect or sitting, the fluid accumulates in the dependent parts of your body-the lower legs and feet. Often, people with heart failure who have excess fluid have swelling of their legs, ankles, and feet during the day when they are in an upright position. This may go unnoticed because it produces no discomien. But, when you are lying flat, the fluid from your legs returned to the circulation and to the heart, which is too weak to pump it all, causing the fluid to shift to the lun The scientific name for this condition is PND (paroxysmal nocturnal dyspnea), which means shortness of breath at night that occurs intermittently. You go to sleep awaken short of breath, sit up and breathe better than lay back down and get short of breath again. You may eventually use two or three pillows to sleep on. If the condition is bad enough, you may have to sit up in a chair all night. There are many causes of heart failure. When any symptoms of heart failure appear, including nighttime shortness of breath, it is urgent that the cause be found Evaluation and treatment can be lifesaving."
57,"A blood clot in the lung occurs when a clot in a vein (often in a leg) breaks apart and a piece of it travels through the blood vessels into the lung. The clot may originate in the right chamber of the heart. If the clot is small, a small area of the lung will be damaged. However, a large clot may follow, which can damage a larger area and may even be fatal. The formation of a clot may take several days or may occur rapidly over a few hours. When the break off occurs, however, it takes only seconds for the piece to travel to your lung. Anyone who has had surgery or who has been sitting for a long period of time (such as while traveling by car or airplane) is more likely to develop a blood clot in a leg, often with tenderness and swelling in the back of the lower leg. Clots also often develop in the veins inside the pelvic area, with tenderness and swelling in the groin. This problem may not be noticeable and may not appear until after the hospitalized patient is home. Shortness of breath may be the first sign that something is wrong. An injury to the leg can also cause blood to clot in a leg vein, where it can travel to the lung. On the other hand, injuries to the leg usually cause blood to flow out of the injured blood vessels into the tis sue and then form large bruises or pockets of blood called hematomas. They pose little threat, since blood that clots outside the blood vessels goes nowhere. Certain diseases can cause blood to clot more readily. Birth control pills may also increase blood clotting and, if possible, should be avoided if you have a prior history of blood clots. Pregnancy also increases your chances of developing a blood clot. If you have had a blood clot, you are at a higher risk of having them again. Blood clots are life-threatening and require emergency therapy. Tumors in the lung and certain pneumonias (including those caused by bacteria and tuberculosis) are some of the other ailments that can cause shortness of breath, chest pain, and a bloody cough. If you develop any of these red light warning signals, get to an emergency room immediately."
58,"Normally you get short of breath and your heart speeds up when you exert yourself, such as when you run up a flight of stairs. But if your shortness of breath and/or rapid pulse continue too long after rest (usually three minutes or more), or if they occur with very mild exertion, then you may have a heart-lung problem, a low blood count, or another serious illness. Immediate medical evaluation and therapy are appropriate."
59,"Wheezing is the noise produced by air as it is forced through narrowed air passages in the lung when you breathe out. Narrowing of the air passages may suddenly occur due to a squeezing of the muscles (bronchospasm) in the wall of the small airways. This produces asthma, and it may be the result of an allergic reaction (see Tip 160), an inhaled irritant, or a reaction to medicines, stress, and inhaling cold air. 
Asthma attacks can be severe and life threatening Even if your wheezing has been only mild, you could have an attack so severe that you would not be able to breathe. Therefore, if you wheeze, you should be evaluated for asthma. The treatment includes sprays and pills that can relax the muscles in the walls of the airways. Emphysema can also cause wheezing by destroying lung tissue, which results in narrow air passages in the lungs. In emphysema there are also pockets of dead air space in the lungs, due to destruction of the tiny air sacs. This stale air takes up space in the lungs, limiting the amount of fresh air you can breathe in. Therefore you don't get enough oxygen in your blood. If the disease progresses, it can be fatal. Tumors in the lung can also block air passages and cause wheezing. Smoking can destroy your lungs by worsening asthma and causing emphysema and tumors. If you smoke, stop! Consult your doctor for assistance. If you wheeze, it is important that you are medically evaluated as soon as possible to determine the cause and appropriate therapy.
"
60,"If you are coughing up blood, it is important to find out where the blood is originating. A small amount of blood from bleeding gums, a nosebleed, or a cut on your mouth may trickle down and irritate your throat, causing you to cough it up. Or the bleeding may actually originate in your lungs, which suggests the presence of blood clots or an infection, possibly tuberculosis. Also, you may have an abnormal growth in your lungs, possibly cancer. You need to see a doctor immediately for evaluation and appropriate therapy. A thorough examination of your mouth and nose, and even looking into your lung with a tube, may deter mine the cause of the bleeding. X-rays and scans of your lungs may also be helpful."
61,"When you get a cold or the flu, you usually cough up phlegm. It is important to note the color. Mucus produced by the lungs, airways, nose, and sinuses is usually clear and often thicker than water. Mucus production can be primed by allergies, irri tents like cigarette smoke, or illnesses like a cold and the by all flu. ""Dirty-looking"" phlegm, usually gray or green, contains pus cells, which may come from a lung infection like bronchitis or pneumonia. When the infection is confined to the air passages, you have bronchitis. When it invades the substance of the lung, you have pneumonia. These infections may be caused by a number of different germs, including certain bacteria that require antibiotics or viruses that resolve without taking antibiotics. Also, smokers, diabetics, or people with other serious medical problems may require antibiotics. When the phlegm turns dirty, seek medical evaluation and treatment, especially if fever and fatigue are present or if you have other medical ailments. The doctor will determine what type of infection is present and, if the infection is caused by bacteria, the most effective antibiotic for treatment."
62,"Everyone coughs from time to time, whether from postnasal drip, a cold, an allergy, or irritants in the air. Most of these minor illnesses will run their course in fourteen days or less. If a cough lasts longer or if it is associated with additional symptoms, other causes must be considered by a physician. Some of these are life-threatening. They include a lung infection, heart disease, or cancer. Smokers often cough constantly, so they may not realize that a more serious disease is present. When routine treatments for coughs have failed, and more traditional causes of coughs have been ruled out, another possibility is a reflux of stomach contents into the esophagus, which can be associated with a hiatal hernia. A hiatal hernia is when part of the stomach pokes through a hole in the diaphragm, which separates the chest from the abdomen. This condition can wake you up at night with the feeling that you are strangling. You might cough so hard that it takes your breath away, and you black out. A hiatal hernia or other conditions can allow acid-containing fluid to back up the esophagus and then into the windpipe causing spasm and a cough. This is called acid reflux. Acid liquid can flow up the esophagus much more easily when you are lying down, so the reflux occurs most often at night. When the liquid enters the windpipe, it can irritate the lining, which can cause repeated coughing episodes throughout the day and night. If the cause of your cough is a hiatal hernia, you need to take medication for your stomach problem, not an antibiotic or cold medicine for your cough. If your lungs become soiled by acid over a long period of time, scarring may occur, along with a reduction in lung function. Treatment begins with prescription medicines designed to suppress acid formation in the stomach. Other practical measures are important as well. Before lying down, remain upright for at least an hour after eating or drinking. Avoid overeating at any time Elevate the head of your bed by placing a brick under the legs at the head. This will raise the head of the be four inches-enough of an incline to reduce the acid reflux yet not disturb sleep. Long-term coughing may also be a result of asthma and postnasal drip, which also need to be ruled out as causes by your doctor. In addition, a chronic cough may also be a side effect of medications, including a class of blood pressure and heart medications known as ACE inhibitors. If you take one of these blood pressure pills and have a cough, tell your doctor."
63,"Often people think pneumonia always follows a bad ""cold."" That is, first you have the typical cold symptoms-congestion in the head and a sore throat that then spreads to the chest with coughing. Not so. The first symptoms may be the sudden onset of a cough, fever, and chest pains, with no cold symptoms whatsoever. If this occurs, you should see your doctor right away.

Once you start treatment for pneumonia, your condition should improve within forty-eight hours. If it does not, touch base with your doctor again. Seek immediate medical attention if you develop shortness of breath, since the therapy may be ineffective and the infection can spread rapidly. It may indicate that the infection in your lungs is at a very serious stage. Pneumonia is often caused by the bacterium pneumococcus in senior citizens and in frail or disabled persons. The vaccine for pneumococcal pneumonia may prevent the disease or help the body's defenses fight it. Many other germs cause pneumonia, including staphylococcus, mycoplasma, and haemophilus. An odd germ causes Legionnaires' disease, which is difficult to culture and identify. The illness starts with nonspecific aching and diarrhea. It infects the lungs and can bring about rapid death if not treated. The secret to survival is early diagnosis and appropriate antibiotic treatment. The disease is named Legionnaires' disease because it was first discovered at an American Legion conference. Several members of the American Legion contracted the disease where the germ had contaminated the conference room's air-conditioning system. If the cough, fever, and chest pain are diagnosed as being due to blood clots in the lung, your doctor will start you on blood thinners and other therapies immediately. Treatment can be lifesaving.
"
64,"For a while tuberculosis (TB) seemed to be a disease of the past. Improved medications and the isolation of infected persons helped decrease the prevalence of this ailment. But stronger forms of the bacterium have caused a marked resurgence of TB. Even powerful drugs are not as effective in killing these new TB germs. TB infections most commonly occur in the lungs but can spread to other parts of the body. A cough is often an early symptom. Tuberculosis is usually ascom panied by weight loss, an overall ill feeling, and night sweats.
TB can spread through nursing homes, attacking senior citizens, the debilitated, and AIDS patients. But there are also outbreaks of TB among healthy individuals. These outbreaks are more likely to occur in dose quarters where air is recirculated through air conditioning systems. Fever, cough, and night sweats warrant immediate evaluation by a physician. If you have tuberculosis, adhere to your medical regimen, since the disease can be fatal. In addition to tuberculosis, other causes of these symptoms are other infections of the lung and cancers such as lymphoma.
"
65,"Tobacco smoke irritates the entire respiratory system, including the nose, sinuses, throat, windpipe, and lungs. This irritation injures the surface of these areas, reducing their ability to remove mucus secretions and defend against germ invasion. These changes lead to more frequent infections of the nose, sinuses, throat, and lungs. Damage to the mucous lining causes persistent congestion and coughing, which is a prime setup for developing pneumonia. A chronic cough may hide a lung infection or other serious lung ailments.

Reduce your risk of developing serious infections. Stop smoking. You will also feel better
"
66,"The pain and tightness of a heart attack occurs classically in the center or left side of the chest under the breastbone. The pain may extend into the inner aspect of the left arm, stopping at the elbow. Common variations in the locale of this pain are near the front base of the neck, or in the jaw (see Figure 5). The arm pain may not occur.

The character of the pain can be crushing or pressure like, also described as a constricting or squeezing feeling It often resembles indigestion, and it feels as though belching will make it go away. The severity of the pain does not correlate with the severity of the heart attack. Mild or even slight pain can mean a severe heart attack. Some heart attacks can even be painless, especially in diabetics or senior citizens. Intermittent pain, lasting usually twenty minutes or less, may indicate angina, particularly if it occurs with activity and is relieved by rest (see Tip 69 for an explanation of angina). If the pain lasts for thirty minutes continuously, you are more than likely having a full blown heart attack. Breaking out in a cold sweat is a very important sign of a heart attack. Extreme weakness is often present, along with nausea and vomiting. You can also feel dizzy or faint or be short of breath. Occasionally, you can have a heart attack and have these symptoms without chest pain. Your heart itself requires nourishment from blood that travels in three small but vital vessels on the surface of your heart. If one of these vessels gets blocked with a combination of fat and blood clot (thrombus), part of your heart muscle will be damaged. This process is a heart attack, and immediate emergency care is necessary since your heart may go into spasm and stop. If treatment is started early enough (the sooner the better, within hours), the doctor may be able to prevent damage to the heart. The doctor can dissolve the clot (clot busters) and/or insert a ballooning catheter to open the blood vessel, use a device called a stent to prop the blood vessel open, etc. (see Figure 6). Surgery to bypass the blocked blood vessel may also be necessary. The surgeon attaches a vein from your leg or an artery from your chest muscle to the blocked vessel above and below the blockage so blood can flow around it. Sometimes treatment with medicines alone is indicated.
"
67,"A heart attack can occur without chest pain or pre sure in the chest or a feeling of indigestion (see Tip 8 Even without these symptoms it can be just as deadly but it is more difficult to diagnose. You may experience any or a combination of the following: a very weak feeling, sudden dizziness, a feeling that your heart is pounding, shortness of breath, or a heavy sweat. You may have only a feeling of impending doom. Nausea and vomiting often accompany these symptoms. Heart attacks without chest discomfort are seen more often among diabetics, women, and senior citizens. Under these circumstances, consider a heart attack, especially if you have other cardiovascular risk factors including high blood pressure, high cholesterol, obesity, a smoking habit, or a family history of early death from a heart attack. The doctor usually can make the diagnosis with an EKG and ""dye"" (intravenous contrast) studies, examining the small blood vessels that nourish your heart. Blood tests for chemical changes in the heart muscle, special types of X-rays, and scans of the heart are often helpful. Early diagnosis of a heart attack is crucial since its possible life-threatening complications can be treated. In certain instances immediate therapy can prevent permanent heart damage."
68,"It may seem ridiculous to take something as simple as an aspirin for something as serious as a heart attack, but it does help prevent damage to the heart muscle during heart attack. Your heart has three small but vital blood vessels on its surface. These arteries provide blood to nourish the heart muscle itself. As fatty substances such as cholesterol clog up the vessels, eventually only a small amount of blood can pass through. It is like a small pea stuck in a straw, with only a little opening around the

pea. This is a perfect setting for a blood clot to form, which can completely block the artery. It ultimately causes the heart attack, because no blood can pass through to provide oxygen and nourishment to the heart muscle. Part of your heart muscle is damaged, and you develop chest pain. Depending on the location and size of the damage to the heart, different things can happen: The heart may beat irregularly, the heart may become weak and lose its pumping strength, or the heart may even stop pumping altogether. Aspirin (not Tylenol or other pain medications) actually the components of the blood known as platelets, which help form the clot. If you chew an aspirin when you initially feel chest pain, the blood clot may partially dissolve or at least may stop forming. Some blood will then be able to pass around the fatty blockage and therefore continue to deliver oxygen to the heart muscle, preventing a more serious heart attack.
"
69,"Your heart muscle has three small but vital blood vessels on its surface. When one or more of these blood vessels become partially blocked, the heart muscle does not get enough oxygen and nutrition. Subsequent changes in the heart muscle irritate its nerve supply, producing pain. Typically angina presents itself as chest pain, tight ness, and burning, which can extend to the neck, throat, jaw, and/or left shoulder and upper arm. The pain usually lasts less than twenty minutes and never longer than thirty minutes. Sometimes the discomfort is not in the chest but is only in the neck, throat, jaw, left shoulder, or upper arm. It often appears when you exert yourself, either mildly or more strenuously, while shaving, walking upstairs, lifting objects, or exercising. The pain disappears with the cessation of exertion. It can also occur without exertion. Angina differs from a heart attack in that the artery supplying the heart muscle is not totally blocked by fat or blood clots. In a heart attack the blockage is total.

The lack of oxygen and nutrition persists, the chest pain continues, and part of the heart muscle is irreversibly damaged. If you have angina, you are at a higher risk of having a heart attack. The partially blocked artery, which is responsible for causing your angina, is easily susceptible to total blockage by a blood clot. Anyone having angina attacks should have a thorough heart evaluation, which usually includes an EKG while exercising and a catheterization to examine the arteries that nourish the heart. There are many effective medical treatments for angina. It is urgent that you go to the emergency room in the following situations, which may be red light warning signals of an impending heart attack:

1. The first time you notice you have angina
2. Angina when you are at rest
3. Angina that wakes you up at night
4. A change in the pattern of your angina pain, such as becoming more severe, more frequent, or longer lasting
"
70,"The early death of an immediate family member from a heart attack is a warning sign that you are at a higher risk of having one. 
Taking the following actions can decrease your risk: 
(1) reduce fat intake in your diet; 
(2) stop smoking; 
(3) seek treatment if you have high blood pressure; 
(4) exercise regularly; 
(5) adjust your lifestyle to reduce stress; 
(6) diet with the advice of a dietitian if you are overweight; and 
(7) see your doctor for cardiac risk factor screening.
"
71,"This type of pain is the classic pain pattern of a dissecting aneurysm of the thoracic aorta. The thoracic aorta, the huge artery that comes out of the heart, is the main thoroughfare in the distribution of blood to all parts of the body. The aortic wall is made up of three layers and is constantly subjected to pulsating pressure from the heartbeat, especially when the blood pressure is too high. This kind of stress can weaken and tear the inner layer of the wall, which allows blood to work its way into the wall itself and cause the layers to separate (dissection). This weakened wall can also balloon out. (The ballooning out is called an aneurysm.) This condition constitutes a true medical emergency. You need to be taken to an emergency room as quickly as possible. If the aneurysm ruptures through the outer wall of the aorta, massive bleeding and death will follow.
Other possible causes of this type of pain include a stomach ulcer that has broken through the stomach wall, pancreas inflammation, or gallbladder disease. All of these conditions warrant immediate medical evaluation. There are inherited disorders that increase your chance of having an aortic aneurysm. If you have a family member with an aortic aneurysm, you need to be evaluated.
"
72,"When you breathe in, your lungs are full of air, and they still contain air when you breathe out. If there 7 the is a leak of air from the surface of the lung into the chest cavity, this leaked air can collapse the lung. You will experience a sudden, sharp pain on the side of the chest when the lung collapses. Shortness of breath follows.

A common cause of a collapsed lung is the bursting of a weakened area on the lungs surface. A small balloon-like area (called a bleb) on the surface of the lung ruptures. You may be born with such a weak spot, but it usually will not rupture until late adolescence or adulthood. It occurs more commonly in tall thin young men, often during exertion. Recurrence is frequent because those who have one weak spot on the lung often have many. A weak spot on the lung can also rupture in a patient with emphysema who smokes. It can occur whenever the chest wall is punctured, such as in an accident. Air gets into the chest cavity, which presses on and collapses the lung. A collapsed lung constitutes a medical emergency especially if the remaining lung is disease. If the other organs in the chest, including the heart and major blood vessels, shift their position because of the lung collapse, they may encroach on the remaining lung. Emergency treatment is necessary to re-expand the col collapsed lung because this condition can compromise the function of the other lung, leading to breathing failure and death.
"
